직종,세부직종,직무태그,근무경력,근무형태,근무지역,출신대학,대학전공,어학시험,자격증,대학성적,근무경력_원본,해외취업여부,근무지역1,근무지역2,근무지역3
IT·게임,서버·네트워크·보안,"서버,네트워크,리눅스",0,계약직,"서울,,",서원대학교,통계,미응시,有,80.0,0개월,x,서울,서울,서울
IT·게임,웹프로그래머,"JAVA,JSP,EJB,Struts,ASP,VB,ERP,SI",0,계약직,"서울,서울,서울",한림대학교,정보,미응시,有,60.0,0개월,x,서울,서울,서울
영업·판매·TM,해외영업,경영및마케팅,97,"정규직, 계약직, 해외취업, ","서울,,",세종대학교,무용,미응시,有,70.0,8년 1개월,o,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,기타,84,계약직,"해외,서울,해외",세종대학교,무용,미응시,無,70.0,7년 0개월,x,해외,서울,해외
IT·게임,웹기획·웹마케팅·PM,.,84,계약직,"해외,서울,해외",세종대학교,무용,미응시,無,70.0,7년 0개월,x,해외,서울,해외
영업·판매·TM,영업·영업기획,기타,138,정규직,"서울,경기,",서원대학교,교육,미응시,無,80.0,11년 6개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,영어,336,정규직,"서울,경기,",세종대학교,영어,TOEIC,有,70.0,28년 0개월,x,서울,서울,서울
경영·기획·회계·사무,인사·노무·교육·인재개발,"인사,총무,IR",30,계약직,"서울,,",한성대학교,무역,TOEIC,有,80.0,2년 6개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,"브랜드전략,마케팅전략,마케팅기획,브랜드마케팅,사업제휴,제휴마케팅,공동마케팅",0,계약직,"서울,,",세종대학교,경영,미응시,無,60.0,0개월,x,서울,서울,서울
기술·과학·산업,생명공학·유전공학,"생명공학,과학",94,정규직,"서울,경기,",상지대학교,생물,미응시,有,80.0,7년 10개월,x,서울,서울,서울
전문·교육·자격,경영분석·컨설팅·M&A,"신규사업개발,경영전략,개발전략,부동산개발,상업MD,",0,계약직,"서울,경기,인천",동덕여자대학교,경제,미응시,無,70.0,0개월,x,서울,경기,인천
영업·판매·TM,해외영업,"일본어,영어,해외영업,통번역",45,계약직,"서울,부산,전국",동아대학교,일본,미응시,無,80.0,3년 9개월,x,서울,부산,전국
영업·판매·TM,영업관리·영업지원,"영업,영업관리,마케팅,광고,할인점,대리점",45,정규직,"서울,경기,인천",호원대학교,경제,불확실,有,70.0,3년 9개월,x,서울,경기,인천
영업·판매·TM,영업·영업기획,"영업관리,영업기획,마케팅기획,머천다이저,쇼호스트",0,계약직,"서울,경기,인천",성균관대학교,생명,미응시,無,80.0,0개월,x,서울,경기,인천
경영·기획·회계·사무,사무·총무·법무,"일본어,일반사무,무역,영업관리",0,계약직,"서울,서울,서울",성공회대학교,일본,미응시,無,80.0,0개월,x,서울,서울,서울
재료·화학·섬유·의복,식품가공,ㅁㅁ,0,계약직,"전남,전북,전남",군산대학교,식품,미응시,無,80.0,0개월,x,전남,전북,전남
경영·기획·회계·사무,사무·총무·법무,기타,34,계약직,"서울,경기,기타",용인대학교,경영,TOEIC,有,70.0,2년 10개월,x,서울,경기,기타
건설·기계·전기·전자,기계·기계설계·기계설비,시설관리,0,계약직,"서울,경기,전북",군산대학교,화학,미응시,有,70.0,0개월,x,서울,경기,전북
건설·기계·전기·전자,기계·기계설계·기계설비,기타,0,계약직,"서울,경기,전북",군산대학교,화학,미응시,有,70.0,0개월,x,서울,경기,전북
건설·기계·전기·전자,CAD·CAM,"기구설계,I-DEAS",60,"정규직, ","서울,경기,광주",목포대학교,기계,미응시,無,80.0,5년 0개월,x,서울,경기,광주
경영·기획·회계·사무,사무·총무·법무,"금융,신용카드,시스템개발,법무",0,계약직,"서울,서울,서울",중앙대학교,법,미응시,無,70.0,0개월,x,서울,서울,서울
IT·게임,웹기획·웹마케팅·PM,.,84,계약직,"해외,서울,해외",세종대학교,무용,미응시,無,70.0,7년 0개월,x,해외,서울,해외
경영·기획·회계·사무,사무·총무·법무,"구매,자재,재고,관리,마케팅기획,마케팅,사업기획,자재관리,구매관리,기계설계,기계공학,영업관리,영업기획,영업지원",133,정규직,"인천,서울,경기",인천대학교,기계,불확실,有,60.0,11년 1개월,x,인천,서울,경기
재료·화학·섬유·의복,섬유·의복,기타,0,계약직,"서울,서울,경기",세종대학교,디자인,미응시,有,80.0,0개월,x,서울,서울,경기
IT·게임,"응용프로그래머(Unix,Linux,Java)","VisualC++,C++,C,mfc,",12,정규직,"서울,전북,광주",호원대학교,소프트웨어,미응시,有,80.0,1년 0개월,x,서울,전북,광주
재료·화학·섬유·의복,섬유·의복,멋진패션계의멀티플레이어를원하는절지켜봐주십시오!,0,계약직,"서울,서울,",인천대학교,디자인,TOEIC,無,60.0,0개월,x,서울,서울,서울
재료·화학·섬유·의복,섬유·의복,"패션디자이너,머천다이저,상품기획",0,계약직,"서울,서울,기타",성신여자대학교,동양화,미응시,無,70.0,0개월,x,서울,서울,기타
경영·기획·회계·사무,무역·수출입·운송사무,"무역,수출입",0,계약직,"인천,서울,경기",인천대학교,화학,미응시,無,70.0,0개월,x,인천,서울,경기
영업·판매·TM,영업·영업기획,"영업관리,마케팅,유통,",0,계약직,"서울,서울,서울",상지대학교,경영,불확실,有,70.0,0개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,"영업,영업관리,마케팅,거래처관리,대리점관리,화장품영업,총판영업,유통영업,영업기획",106,정규직,"서울,서울,기타",상지대학교,경제,미응시,無,70.0,8년 10개월,x,서울,서울,기타
IT·게임,웹프로그래머,"웹프로그래머,WIPI,EJB,Servlet,Java,Oracle,증권",56,계약직,"서울,경기,",경기대학교,산업,미응시,無,70.0,4년 8개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,"영업,영업관리,마케팅,신제품런칭,무역,일본어",0,계약직,"서울,서울,경기",성균관대학교,금속,미응시,無,70.0,0개월,x,서울,서울,경기
경영·기획·회계·사무,경영·기획·전략,"상품개발,마케팅모델,상품기획,마케팅기획,연합마케팅,제휴마케팅,",0,계약직,"서울,경기,경북",세종대학교,서양,미응시,無,70.0,0개월,x,서울,경기,경북
IT·게임,웹프로그래머,기타,53,계약직,"서울,경기,경기",용인대학교,통계,미응시,有,80.0,4년 5개월,x,서울,경기,경기
영업·판매·TM,판매·매장관리·캐셔·프런트,"패션디자인,중국어",5,계약직,"부산,울산,경남",동아대학교,디자인,미응시,無,80.0,5개월,x,부산,울산,경남
영업·판매·TM,영업관리·영업지원,영업,0,계약직,"서울,경기,",기타,경영,미응시,有,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"사무,비서,안내,상담",0,계약직,"제주,제주,제주",제주대학교,해양,미응시,有,80.0,0개월,x,제주,제주,제주
경영·기획·회계·사무,경리·회계,"세무,경리,결산,세무신고,자금,더존",115,계약직,"서울,서울,경기",세명대학교,회계,미응시,有,70.0,9년 7개월,x,서울,서울,경기
경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질,품질관리,품질보증",43,계약직,"충북,충남,대전",한밭대학교,전자,미응시,無,60.0,3년 7개월,x,충북,충남,대전
전문·교육·자격,금융·증권·투자,증권,0,계약직,"서울,경기,해외",서울여자대학교,경영,미응시,有,70.0,0개월,x,서울,경기,해외
영업·판매·TM,해외영업,"해외영업,영업,마케팅",0,계약직,"서울,경기,충북",서원대학교,영어,미응시,無,90.0,0개월,x,서울,경기,충북
영업·판매·TM,영업관리·영업지원,기타,42,정규직,"서울,경기,인천",한성대학교,산업,미응시,有,70.0,3년 6개월,x,서울,경기,인천
재료·화학·섬유·의복,섬유·의복,상품기획,144,정규직,"서울,경기,부산",동아대학교,원예,미응시,無,60.0,12년 0개월,x,서울,경기,부산
경영·기획·회계·사무,구매·자재사무,의류부자재영업관리,0,계약직,"서울,,",한세대학교,사회,미응시,有,90.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,"경리,회계,4대보험,더존회계프로그램,증권,금융,비서,총무,총괄,문서,",75,계약직,"서울,서울,서울",한성대학교,컴퓨터,미응시,有,60.0,6년 3개월,x,서울,서울,서울
경영·기획·회계·사무,인사·노무·교육·인재개발,"인사,해외사무,무역사무,해외영업,비서업무",12,계약직,"서울,부산,",동아대학교,영어,TOEIC,無,70.0,1년 0개월,x,서울,서울,서울
기술·과학·산업,연구개발·R&D,엔지니어,0,계약직,"서울,경기,",경기대학교,전자,JPT,有,60.0,0개월,x,서울,서울,서울
재료·화학·섬유·의복,금속·금형·요업·재료·열처리,"요업,금속,재료",0,계약직,"경기,경남,충남",한밭대학교,재료,미응시,有,80.0,0개월,x,경기,경남,충남
경영·기획·회계·사무,물류·유통관리,물류,110,계약직,"충남,경기,서울",동의대학교,화학,TOEIC,有,70.0,9년 2개월,x,충남,경기,서울
영업·판매·TM,영업·영업기획,"단체급식,식음,영업관리,영업기획",0,계약직,"서울,경기,인천",중앙대학교,경제,미응시,無,60.0,0개월,x,서울,경기,인천
IT·게임,"응용프로그래머(Unix,Linux,Java)","반도체,MES,DB2,SAP,ABAP",96,정규직,"서울,서울,서울",동의대학교,통계,TOEIC,有,70.0,8년 0개월,x,서울,서울,서울
기술·과학·산업,안전·시설관리,"재고관리,생산관리,안전,공정관리,환경관리,품질관리,조선,자동차,정유,화공,석유화학,CAD",41,계약직,"울산,부산,서울",동서대학교,산업,미응시,無,70.0,3년 5개월,x,울산,부산,서울
재료·화학·섬유·의복,화학·화공,"화학,화공,에너지,분석",0,계약직,"대전,충남,경기",한밭대학교,화학,미응시,無,80.0,0개월,x,대전,충남,경기
재료·화학·섬유·의복,식품가공,제과제빵기사,0,계약직,"경기,서울,",호원대학교,식품,미응시,有,90.0,0개월,x,경기,경기,경기
경영·기획·회계·사무,생산관리·품질관리·품질보증,기타,41,계약직,"울산,부산,서울",동서대학교,산업,TOEIC,有,70.0,3년 5개월,x,울산,부산,서울
영업·판매·TM,기술영업,"기술영업,시스템영업,마케팅,VOIP영업,네트웍설계",0,계약직,"서울,부산,경남",동의대학교,산업,미응시,無,60.0,0개월,x,서울,부산,경남
경영·기획·회계·사무,경영·기획·전략,기획,0,계약직,"서울,서울,서울",성신여자대학교,교육,미응시,無,80.0,0개월,x,서울,서울,서울
전문·교육·자격,호텔·숙박·여행,"OP,영업,TC",0,계약직,"서울,인천,경기",용인대학교,경영,미응시,無,70.0,0개월,x,서울,인천,경기
경영·기획·회계·사무,마케팅·마케팅기획,기타,36,정규직,"서울,경기,경기",중앙대학교,경영,TOEIC,無,70.0,3년 0개월,x,서울,경기,경기
영업·판매·TM,영업관리·영업지원,"기술영업,영업관리",84,정규직,"서울,인천,",인천대학교,전자,미응시,無,70.0,7년 0개월,x,서울,서울,서울
IT·게임,웹프로그래머,"IT,전자,컴퓨터",0,계약직,"서울,부산,서울",동아대학교,산업,미응시,無,70.0,0개월,x,서울,부산,서울
건설·기계·전기·전자,전기·전자·제어,"반도체,제어,전기",0,계약직,"서울,대전,충남",한밭대학교,제어,미응시,有,80.0,0개월,x,서울,대전,충남
경영·기획·회계·사무,인사·노무·교육·인재개발,"인사,기획,총무,관재,경력,컴퓨터,벤처,중소기업,대기업",0,계약직,"서울,인천,경기",중앙대학교,영어,미응시,無,60.0,0개월,x,서울,인천,경기
경영·기획·회계·사무,비서·인포메이션·수행·안내,기타,0,계약직,"서울,경기,경기",서울여자대학교,아동,미응시,無,80.0,0개월,x,서울,경기,경기
경영·기획·회계·사무,사무·총무·법무,"cad,일반사무",0,계약직,"인천,경기,서울",기타,도시,미응시,無,50.0,0개월,x,인천,경기,서울
영업·판매·TM,영업·영업기획,"영업관리,쇼핑몰관리,기획",0,계약직,"서울,서울,서울",협성대학교,경영,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,영어,0,계약직,"서울,인천,",인천대학교,법,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,무역·수출입·운송사무,"무역사무,수출입서류작성,계산서신고,재고프로그램관리",0,계약직,"경기,서울,부산",동아대학교,사회,미응시,無,70.0,0개월,x,경기,서울,부산
경영·기획·회계·사무,비서·인포메이션·수행·안내,"비서,중국어,홍보",0,계약직,"서울,,",이화여자대학교,중국,불확실,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,기타,119,계약직,"대전,충남,",한밭대학교,경영,미응시,有,70.0,9년 11개월,x,대전,대전,대전
영업·판매·TM,영업·영업기획,"영업,매장관리",0,계약직,"전북,,",호원대학교,토목,미응시,無,70.0,0개월,x,전북,전북,전북
IT·게임,서버·네트워크·보안,"JAVA,EJB,JSP,Oracle,Unix,WinNT,SQL",0,계약직,"서울,경기,인천",한림대학교,정보,TOEIC,有,70.0,0개월,x,서울,경기,인천
경영·기획·회계·사무,무역·수출입·운송사무,"무역사무,수출입관리",0,계약직,"경기,서울,충북",인천대학교,무역,불확실,有,70.0,0개월,x,경기,서울,충북
IT·게임,웹기획·웹마케팅·PM,"웹기획,서비스기획,사이트기획",0,계약직,"서울,,",이화여자대학교,컴퓨터,미응시,無,70.0,0개월,x,서울,서울,서울
IT·게임,웹기획·웹마케팅·PM,"사이트기획,웹기획,서비스기획,웹서비스기획",0,계약직,"서울,,",이화여자대학교,컴퓨터,미응시,無,70.0,0개월,x,서울,서울,서울
IT·게임,웹기획·웹마케팅·PM,"사이트기획,서비스기획,웹기획,",0,계약직,"서울,,",이화여자대학교,컴퓨터,미응시,無,70.0,0개월,x,서울,서울,서울
기술·과학·산업,연구개발·R&D,"HW개발,GSM,CDMA,",0,계약직,"서울,경기,대전",군산대학교,전자,미응시,無,70.0,0개월,x,서울,경기,대전
기타 직종,경비·보안·건물관리·미화,"컴퓨터,시설관리,건물관리,설비관리,기계관리,호텔,외식업체,",0,계약직,"서울,인천,경기",호원대학교,전자,미응시,無,60.0,0개월,x,서울,인천,경기
영업·판매·TM,기술영업,"영업관리,기술영업",0,계약직,"서울,경기,",상지대학교,체육,미응시,無,70.0,0개월,x,서울,서울,서울
IT·게임,웹기획·웹마케팅·PM,"웹기획,웹서비스기획,서비스기획,포털기획",0,계약직,"서울,,",이화여자대학교,컴퓨터,미응시,無,70.0,0개월,x,서울,서울,서울
IT·게임,웹기획·웹마케팅·PM,"웹기획,웹서비스기획,서비스기획,포털기획",0,계약직,"서울,,",이화여자대학교,컴퓨터,미응시,無,70.0,0개월,x,서울,서울,서울
IT·게임,웹기획·웹마케팅·PM,"웹기획,웹서비스기획,서비스기획,포털기획,쇼핑몰기획",0,계약직,"서울,,",이화여자대학교,컴퓨터,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"Network와전산,사무,영어통번역",44,정규직,"서울,부산,경남",동서대학교,경영,불확실,有,80.0,3년 8개월,x,서울,부산,경남
경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산관리,품질관리,공정관리,금속,재료",18,계약직,"경기,대전,서울",한밭대학교,금속,미응시,有,70.0,1년 6개월,x,경기,대전,서울
경영·기획·회계·사무,광고·홍보,"광고,홍보,IR,마케팅",115,계약직,"서울,경기,",중앙대학교,통계,미응시,無,70.0,9년 7개월,x,서울,서울,서울
디자인,인테리어·공간디자인,인테리어,0,계약직,"서울,서울,서울",호남대학교,생활과학,미응시,有,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"총무.사무,홍보",0,계약직,"서울,경기,",동덕여자대학교,일본,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,"보험D,TM사업개발,제휴,콜센터셋업,마케팅",0,계약직,"서울,경기,",성균관대학교,국어,미응시,無,60.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,생산관리·품질관리·품질보증,"3차원측정기,EXCEL,CAD,POWERPOINT",0,계약직,"충남,경기,대전",한밭대학교,기계,미응시,有,90.0,0개월,x,충남,경기,대전
경영·기획·회계·사무,경리·회계,"경리,회계,사무",72,계약직,"서울,서울,서울",성신여자대학교,지리학,미응시,有,70.0,6년 0개월,x,서울,서울,서울
경영·기획·회계·사무,무역·수출입·운송사무,"P,O관리,수출입관리,commercialjob",67,계약직,"서울,,",서울여자대학교,경영,미응시,無,80.0,5년 7개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,금융,0,계약직,"서울,경기,울산",중앙대학교,경영,미응시,無,70.0,0개월,x,서울,경기,울산
건설·기계·전기·전자,CAD·CAM,"기구설계,CAD,3D,CATIAV5",40,계약직,"경기,서울,전북",호원대학교,기계,미응시,有,70.0,3년 4개월,x,경기,서울,전북
경영·기획·회계·사무,광고·홍보,홍보.PR.언론홍보.유통.전자.,6,계약직,"서울,경기,서울",중앙대학교,경영,불확실,有,70.0,6개월,x,서울,경기,서울
경영·기획·회계·사무,광고·홍보,홍보.PR.언론홍보.유통.전자.,6,계약직,"서울,경기,서울",중앙대학교,경영,불확실,有,70.0,6개월,x,서울,경기,서울
경영·기획·회계·사무,무역·수출입·운송사무,무역사무,0,계약직,"서울,,",세종대학교,경영,미응시,無,80.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,구매·자재사무,재고관리사무원,0,계약직,"서울,인천,경기",경기대학교,경제,미응시,無,80.0,0개월,x,서울,인천,경기
영업·판매·TM,영업·영업기획,"고객응대,서비스마인드,",19,계약직,"서울,경기,인천",선문대학교,생명,미응시,有,70.0,1년 7개월,x,서울,경기,인천
경영·기획·회계·사무,경영·기획·전략,한글,159,정규직,"서울,기타,기타",중앙대학교,법,미응시,無,60.0,13년 3개월,x,서울,기타,기타
경영·기획·회계·사무,사무·총무·법무,총무,0,계약직,"서울,경기,경기",동덕여자대학교,의류,미응시,無,70.0,0개월,x,서울,경기,경기
경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질관리,생산관리,공정관리,자재관리,구매관리,전기,전자,반도체",0,계약직,"서울,경기,인천",선문대학교,금속,미응시,有,70.0,0개월,x,서울,경기,인천
IT·게임,서버·네트워크·보안,"리눅스서버시스템관리자,서버관리,SE,Linux",70,정규직,"서울,광주,",호남대학교,전자,미응시,有,60.0,5년 10개월,x,서울,서울,서울
경영·기획·회계·사무,상담·고객지원,"채권관리,여신,대출심사",71,계약직,"서울,,",세종대학교,식품,미응시,無,80.0,5년 11개월,x,서울,서울,서울
건설·기계·전기·전자,CAD·CAM,"기계설계,산업기계,CAD",0,계약직,"경기,인천,서울",한국산업기술대학교,기계,미응시,有,70.0,0개월,x,경기,인천,서울
경영·기획·회계·사무,경영·기획·전략,"기획,원가,예산,사업기획,경영기획",0,정규직,"서울,,",세종대학교,정보,미응시,無,60.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,"회계,관리",0,계약직,"광주,전남,",광주대학교,무역,미응시,無,80.0,0개월,x,광주,광주,광주
경영·기획·회계·사무,경리·회계,"회계,사무,일반,총무,인사",0,계약직,"경기,서울,경기",선문대학교,회계,미응시,無,70.0,0개월,x,경기,서울,경기
전문·교육·자격,기타 전문·교육·자격,"보안,경비,안전관리",0,계약직,"서울,,",상지대학교,체육,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,인사·노무·교육·인재개발,"인사,총무,비서",0,계약직,"서울,서울,서울",상지대학교,사회,불확실,有,50.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"일반사무,행정",0,계약직,"서울,경기,경기",경기대학교,국어,미응시,無,70.0,0개월,x,서울,경기,경기
경영·기획·회계·사무,광고·홍보,"홍보,영어,중국어",21,계약직,"서울,,",이화여자대학교,중국,미응시,無,70.0,1년 9개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"금융,무역,일반사무,전산업무",0,계약직,"서울,경기,인천",경기대학교,경제,미응시,無,70.0,0개월,x,서울,경기,인천
경영·기획·회계·사무,경리·회계,"공인회계사,CPA,M&A,구조조정",0,계약직,"서울,경기,",중앙대학교,경영,미응시,有,70.0,0개월,x,서울,서울,서울
영업·판매·TM,영업·영업기획,영업관리,0,계약직,"서울,서울,서울",인천대학교,무역,미응시,有,60.0,0개월,x,서울,서울,서울
전문·교육·자격,호텔·숙박·여행,리조트,0,계약직,"서울,,",상지대학교,경영,미응시,無,70.0,0개월,x,서울,서울,서울
IT·게임,컴퓨터·IT·디자인강사,"crm,access,vb,photoshop,ms-sql",73,계약직,"서울,,",성공회대학교,정보,미응시,有,90.0,6년 1개월,x,서울,서울,서울
경영·기획·회계·사무,경리·회계,기타,0,계약직,"서울,,",성균관대학교,경영,TOEIC,有,60.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,비서·인포메이션·수행·안내,"비서,Office,한글,엑셀,워드,사무",119,계약직,"서울,서울,서울",성신여자대학교,정치,TOEIC,有,70.0,9년 11개월,x,서울,서울,서울
경영·기획·회계·사무,구매·자재사무,"반도체구매,외자재조달,관세환급업무",0,계약직,"경기,경기,경기",상지대학교,경영,미응시,無,80.0,0개월,x,경기,경기,경기
IT·게임,웹디자인,웹디자인,0,계약직,"서울,,",동덕여자대학교,전자,미응시,無,80.0,0개월,x,서울,서울,서울
IT·게임,웹프로그래머,"ASP,.Net,C#,VC++,ActiveX,VB",0,계약직,"서울,,",동아대학교,금속,미응시,無,70.0,0개월,x,서울,서울,서울
영업·판매·TM,해외영업,기타,33,계약직,"서울,경기,해외",기타,경영,TOEIC,無,80.0,2년 9개월,x,서울,경기,해외
경영·기획·회계·사무,경영·기획·전략,화장품,0,계약직,"서울,해외,경기",성신여자대학교,화학,미응시,無,70.0,0개월,x,서울,해외,경기
경영·기획·회계·사무,기타 경영·기획·회계·사무,"화공,에너지,사무,관리,자재,총무,생산관리,자재관리,연구,품질",0,계약직,"인천,인천,서울",호원대학교,환경,미응시,無,70.0,0개월,x,인천,인천,서울
경영·기획·회계·사무,사무·총무·법무,기타,29,계약직,"광주,,",광주대학교,사회,미응시,有,70.0,2년 5개월,x,광주,광주,광주
건설·기계·전기·전자,건설·토목·건축설비,"CAD,인테리어,견적,공무",8,계약직,"서울,경기,",호원대학교,건축,미응시,有,80.0,8개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"총무,인사,노무,채용,관리,4대보험,인력관리,문서작성,급여,영업지원",130,정규직,"서울,경기,강원",상지대학교,미술,미응시,無,70.0,10년 10개월,x,서울,경기,강원
경영·기획·회계·사무,경영·기획·전략,"경영관리,경영기획,기획,사업기획,신규사업기획,경영지원,워드,파워포인트,엑셀,사업기획,마케팅기획,영업기획,영업관리,매출관리,거래처관리,총무,자산관리,경영지원",101,정규직,"서울,인천,경기",경기대학교,정보,미응시,有,70.0,8년 5개월,x,서울,인천,경기
IT·게임,"응용프로그래머(Unix,Linux,Java)","프로그래머,VB,ERP,SQL2000",0,계약직,"부산,서울,울산",동의대학교,통계,미응시,有,80.0,0개월,x,부산,서울,울산
디자인,제품·산업디자인,패키지디자인및아트디렉터,0,계약직,"서울,경기,",중앙대학교,회화,미응시,無,70.0,0개월,x,서울,서울,서울
재료·화학·섬유·의복,섬유·의복,"실내디자인,인테리어,공간디자인",170,정규직,"서울,,",세명대학교,건축,미응시,有,70.0,14년 2개월,x,서울,서울,서울
IT·게임,웹프로그래머,"프로그래머,JAVA,JSP,EJB,UNIX",0,계약직,"서울,경기,",기타,통계,미응시,無,60.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"구매,관리,기획,문서작성,비품관리,사무,사무행정,엑셀,일반사무,총무,파워포인트,행정,거래처관리,총판영업,고객관리",59,정규직,"서울,미국,해외",경기대학교,국어,TOEIC,有,70.0,4년 11개월,x,서울,미국,해외
경영·기획·회계·사무,마케팅·마케팅기획,기타,133,정규직,"서울,서울,경기",연세대학교,경제,미응시,有,60.0,11년 1개월,x,서울,서울,경기
영업·판매·TM,영업·영업기획,기타,0,계약직,"서울,,",동덕여자대학교,의류,미응시,有,70.0,0개월,x,서울,서울,서울
전문·교육·자격,부동산·경매·감정평가,"건설,부동산,투자분석,시행사,포트폴리오,PPT,투자자문,컨설팅,전략기획",0,계약직,"서울,,",한성대학교,부동산,미응시,無,80.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,생산관리·품질관리·품질보증,"품질,ISO,6시그마,품질관리,TS-16949,QS9000,핸드폰,품질보증",78,계약직,"인천,경기,경남",광주대학교,컴퓨터,불확실,有,70.0,6년 6개월,x,인천,경기,경남
경영·기획·회계·사무,마케팅·마케팅기획,마케팅,0,계약직,"서울,해외,",이화여자대학교,비서학,미응시,無,80.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,비서·인포메이션·수행·안내,"비서,영어능통자,용모단정,성실",0,계약직,"서울,경기,",중앙대학교,사회,TOEIC,無,60.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,마케팅·마케팅기획,"마케팅,마케팅기획,사무",19,계약직,"서울,경기,인천",경기대학교,행정,미응시,有,60.0,1년 7개월,x,서울,경기,인천
경영·기획·회계·사무,구매·자재사무,"자재관리,생산관리",0,계약직,"서울,서울,경기",상지대학교,산업,미응시,無,70.0,0개월,x,서울,서울,경기
경영·기획·회계·사무,생산관리·품질관리·품질보증,"생산관리,품질관리",0,계약직,"서울,서울,경기",상지대학교,산업,미응시,無,70.0,0개월,x,서울,서울,경기
전문·교육·자격,법률·법무·특허·상표,법무.채권관리,61,계약직,"광주,전남,서울",중앙대학교,행정,미응시,無,70.0,5년 1개월,x,광주,전남,서울
경영·기획·회계·사무,사무·총무·법무,"일반사무,OA,관광",0,계약직,"경북,대구,경북",경주대학교,영어,미응시,無,70.0,0개월,x,경북,대구,경북
경영·기획·회계·사무,경리·회계,"경리,회계",19,정규직,"서울,서울,경기",세종대학교,경영,TOEIC,有,80.0,1년 7개월,x,서울,서울,경기
재료·화학·섬유·의복,제약·의약,서비스전문직,0,계약직,"서울,,",용인대학교,식품,미응시,無,60.0,0개월,x,서울,서울,서울
전문·교육·자격,법률·법무·특허·상표,법무,0,계약직,"서울,경기,인천",중앙대학교,법,미응시,有,60.0,0개월,x,서울,경기,인천
영업·판매·TM,텔레마케팅(인/아웃바운드TM),"인바운드TM,사무경리,회계,세무,부품조립",0,계약직,"광주,서울,경기",광주대학교,정보,미응시,無,70.0,0개월,x,광주,서울,경기
경영·기획·회계·사무,사무·총무·법무,사무,0,계약직,"경기,서울,",성균관대학교,사학,미응시,無,70.0,0개월,x,경기,경기,경기
경영·기획·회계·사무,사무·총무·법무,기타,0,계약직,"경기,서울,",성균관대학교,사학,미응시,無,70.0,0개월,x,경기,경기,경기
전문·교육·자격,법률·법무·특허·상표,법무,0,계약직,"서울,경기,",한림대학교,법,미응시,有,70.0,0개월,x,서울,서울,서울
IT·게임,"응용프로그래머(Unix,Linux,Java)","VisualBasic,VB,VisualBasic,ERP,데이터베이스",110,정규직,"서울,인천,경기",동아대학교,화학,미응시,有,70.0,9년 2개월,x,서울,인천,경기
영업·판매·TM,영업·영업기획,영업관리,0,계약직,"경기,서울,대전",광주대학교,무역,미응시,無,70.0,0개월,x,경기,서울,대전
영업·판매·TM,영업관리·영업지원,"영업,유통,소비재,기술영업,담배,와인,위스키,기술영업",0,계약직,"서울,경기,",경기대학교,기계,미응시,有,60.0,0개월,x,서울,서울,서울
전문·교육·자격,교육·교사·교수·강사,편집디자인,13,계약직,"서울,부산,해외",신라대학교,아동,기타,有,70.0,1년 1개월,x,서울,부산,해외
영업·판매·TM,영업관리·영업지원,"영업,영업관리,서비스,유통",0,계약직,"서울,서울,서울",세종대학교,경영,미응시,無,70.0,0개월,x,서울,서울,서울
경영·기획·회계·사무,사무·총무·법무,"일반사무,영업관리,자재관리,품질관리",0,계약직,"충북,강원,경기",세명대학교,행정,미응시,有,70.0,0개월,x,충북,강원,경기
